year,bhk,furnished_type,property_age,aqi,urban_sprawl_index,flood_percentage,rainfall_mm,night_life_score,price_inr
2023,2,Unfurnished,3,151,0.85,0.21,1997.4,1,557500
2021,4,Unfurnished,1,132,0.51,0.21,1300.6,6,992500
2021,3,Furnished,1,170,0.39,0.23,1451.4,3,879500
2022,2,Furnished,24,228,0.65,0.26,1706.3,3,558000
2021,2,Unfurnished,8,109,0.43,0.15,1155.0,5,561500
2023,2,Unfurnished,18,202,0.52,0.17,1266.4,6,504500
2023,3,Semi-Furnished,14,208,0.75,0.58,1728.1,9,840000
2018,2,Semi-Furnished,20,103,1.0,0.18,1974.4,5,570000
2021,4,Semi-Furnished,20,204,0.72,0.38,1732.8,3,861000
2022,3,Unfurnished,17,213,0.42,0.21,1862.3,1,552500
2021,2,Furnished,15,85,0.27,0.49,1037.5,3,643500
2020,3,Semi-Furnished,1,206,0.49,0.42,1577.0,4,715000
2020,2,Unfurnished,11,196,0.22,0.2,1914.1,7,441000
2022,3,Semi-Furnished,0,114,0.57,0.43,1682.4,5,898500
2018,2,Unfurnished,1,207,0.73,0.45,1676.5,3,353500
2018,1,Unfurnished,13,158,0.61,0.08,1203.0,9,306000
2023,1,Semi-Furnished,6,114,0.89,0.35,1861.1,6,562500
2023,3,Unfurnished,16,127,0.6,0.48,1865.0,5,731000
2019,2,Semi-Furnished,14,193,0.57,0.03,1614.0,7,559500
2022,4,Unfurnished,16,184,0.45,0.3,1426.6,1,776000
2021,1,Semi-Furnished,8,151,0.87,0.5,1824.3,8,471000
2024,2,Unfurnished,12,122,0.92,0.57,1465.0,7,644500
2022,1,Semi-Furnished,1,114,0.98,0.39,1822.6,5,540500
2019,2,Unfurnished,14,212,0.98,0.2,1484.9,6,436000
2023,2,Unfurnished,19,110,0.98,0.36,1579.8,9,669000
2022,1,Semi-Furnished,10,185,0.77,0.02,1748.0,1,379000
2022,3,Semi-Furnished,18,238,0.65,0.27,1265.0,3,676500
2023,2,Semi-Furnished,13,180,0.34,0.44,1246.8,9,653000
2019,2,Semi-Furnished,3,87,0.81,0.02,1667.8,3,666000
2023,2,Furnished,10,85,0.79,0.36,1953.9,6,860000
2018,3,Unfurnished,15,166,0.87,0.35,1446.0,2,533500
2021,2,Semi-Furnished,22,159,0.57,0.11,1898.2,9,641500
2023,2,Semi-Furnished,1,123,0.91,0.34,1518.2,5,762000
2019,2,Semi-Furnished,1,215,0.77,0.25,1973.9,8,609500
2020,3,Semi-Furnished,8,143,0.34,0.29,1792.0,2,707500
2018,3,Furnished,21,211,0.37,0.2,1859.6,8,751000
2020,2,Semi-Furnished,22,111,0.85,0.49,1679.6,5,550500
2024,2,Furnished,20,132,0.54,0.22,1868.5,3,729000
2023,3,Unfurnished,20,192,0.4,0.47,1592.8,6,647500
2018,4,Semi-Furnished,3,142,0.54,0.05,1567.3,6,1009500
2021,3,Unfurnished,7,193,0.33,0.17,1873.7,8,729500
2023,4,Unfurnished,22,156,0.91,0.24,1015.1,7,979000
2021,3,Semi-Furnished,17,240,0.26,0.24,1478.8,9,735000
2022,3,Semi-Furnished,14,101,0.48,0.26,1870.1,1,778000
2020,2,Unfurnished,1,206,0.65,0.39,1196.1,8,515500
2018,2,Unfurnished,21,110,0.9,0.34,1958.0,1,344000
2021,1,Semi-Furnished,10,103,0.83,0.31,1740.6,9,553500
2019,3,Semi-Furnished,16,82,0.22,0.5,1762.4,3,675000
2021,4,Unfurnished,6,112,0.86,0.12,1665.5,3,976000
2019,3,Unfurnished,7,233,0.71,0.52,1447.5,3,515000
2023,2,Semi-Furnished,9,130,0.31,0.49,1461.0,1,552500
2018,1,Semi-Furnished,23,109,0.69,0.12,1839.1,7,367000
2021,2,Unfurnished,2,242,0.85,0.37,1139.1,4,447500
2024,2,Unfurnished,12,104,0.68,0.13,1522.1,3,624500
2021,3,Unfurnished,22,107,1.0,0.57,1309.9,5,687500
2024,4,Furnished,16,176,0.61,0.3,1984.3,1,1060000
2018,1,Semi-Furnished,12,166,0.74,0.12,1003.7,5,330000
2021,1,Unfurnished,18,105,0.26,0.38,1063.7,2,300000
2019,3,Furnished,21,199,0.85,0.42,1967.4,8,808000
2021,2,Unfurnished,8,215,0.7,0.36,1543.8,9,531000
2020,3,Unfurnished,20,180,0.65,0.15,1138.5,9,702500
2023,2,Furnished,15,176,0.77,0.44,1448.6,3,670000
2022,2,Furnished,4,94,0.65,0.56,1322.7,8,847000
2019,2,Semi-Furnished,8,128,0.81,0.57,1911.2,2,497500
2020,1,Semi-Furnished,8,190,0.67,0.41,1687.6,1,300000
2024,2,Unfurnished,5,87,0.62,0.5,1130.5,1,575000
2023,1,Furnished,20,164,0.31,0.59,1536.4,7,468500
2018,2,Semi-Furnished,9,207,0.58,0.03,1134.5,1,421500
2019,2,Unfurnished,17,210,0.63,0.29,1665.2,6,374500
2022,1,Semi-Furnished,10,216,0.7,0.17,1727.2,8,458500
2023,1,Furnished,23,93,0.56,0.28,1562.2,4,536000
2024,2,Furnished,23,170,0.32,0.55,1966.0,2,584500
2022,3,Semi-Furnished,14,227,0.32,0.59,1944.3,4,646500
2018,4,Semi-Furnished,6,83,0.78,0.54,1205.9,9,1064000
2018,1,Unfurnished,13,231,0.73,0.12,1000.3,2,300000
2024,1,Semi-Furnished,7,155,0.41,0.48,1662.7,5,459000
2019,1,Semi-Furnished,18,107,0.56,0.49,1475.6,2,300000
2024,2,Unfurnished,14,178,0.45,0.35,1334.7,1,444500
2021,3,Furnished,18,238,0.34,0.43,1916.9,9,811500
2018,3,Furnished,17,146,0.46,0.54,1978.5,5,734000
2023,3,Unfurnished,16,196,0.41,0.6,1930.6,6,645000
2021,2,Furnished,2,96,0.27,0.02,1500.2,6,828000
2020,2,Semi-Furnished,2,213,0.6,0.15,1703.4,8,634500
2022,4,Semi-Furnished,6,186,0.56,0.56,1171.6,4,956000
2021,2,Furnished,9,160,0.77,0.2,1950.9,1,652000
2022,2,Unfurnished,24,90,0.7,0.06,1283.7,7,611000
2024,4,Semi-Furnished,16,245,0.47,0.19,1192.7,6,993500
2021,3,Unfurnished,14,180,0.6,0.31,1060.2,7,693500
2024,3,Semi-Furnished,7,241,0.63,0.23,1550.4,8,892500
2020,2,Semi-Furnished,16,239,0.93,0.47,1948.5,5,463500
2018,2,Unfurnished,2,186,0.99,0.37,1135.6,6,467500
2020,1,Unfurnished,3,199,0.85,0.26,1120.8,2,300000
2018,3,Unfurnished,7,242,0.65,0.6,1272.6,5,498000
2024,1,Unfurnished,12,229,0.94,0.53,1665.4,3,300000
2018,3,Unfurnished,0,223,0.34,0.52,1547.8,5,533000
2022,3,Semi-Furnished,17,185,0.76,0.34,1096.2,9,855000
2023,2,Furnished,10,197,0.57,0.47,1442.3,3,649500
2020,1,Furnished,20,155,0.32,0.2,1066.9,3,367000
2021,1,Furnished,5,84,0.26,0.2,1851.9,1,497000
2020,3,Furnished,15,105,0.58,0.54,1107.1,1,777000
2022,3,Unfurnished,20,156,0.39,0.36,1471.3,7,689000
2018,3,Semi-Furnished,18,231,0.4,0.21,1510.5,9,667500
2022,2,Semi-Furnished,22,146,0.46,0.51,1530.1,2,473500
2019,2,Unfurnished,16,111,0.77,0.27,1609.2,2,415500
2019,3,Semi-Furnished,17,230,0.33,0.24,1701.6,1,532000
2021,2,Semi-Furnished,10,198,0.77,0.02,1004.4,5,616000
2022,3,Furnished,13,181,0.83,0.41,1030.9,7,935500
2024,3,Semi-Furnished,11,188,0.68,0.32,1611.6,1,777000
2021,2,Furnished,24,158,0.4,0.19,1182.1,8,683500
2024,1,Unfurnished,19,145,0.24,0.08,1831.8,1,300000
2021,2,Unfurnished,23,218,0.53,0.11,1627.5,1,313500
2019,1,Furnished,24,159,0.88,0.13,1980.4,4,399500
2021,3,Unfurnished,6,225,0.28,0.52,1728.0,2,525000
2019,3,Unfurnished,16,89,0.8,0.29,1090.7,9,777500
2018,3,Semi-Furnished,4,156,0.57,0.42,1171.0,2,658000
2024,3,Furnished,21,139,0.92,0.28,1046.5,7,1026000
2022,1,Unfurnished,13,87,0.48,0.28,1741.2,2,314000
2021,2,Unfurnished,23,127,0.76,0.49,1126.8,1,370500
2019,3,Semi-Furnished,12,160,0.79,0.46,1663.8,9,800000
2020,1,Semi-Furnished,23,120,0.36,0.14,1555.4,4,320000
2024,3,Unfurnished,11,202,0.33,0.38,1633.3,7,739000
2021,3,Furnished,13,87,0.27,0.41,1508.7,1,823500
2023,2,Semi-Furnished,24,172,0.76,0.24,1013.0,8,658000
2018,2,Furnished,8,244,0.64,0.04,1253.2,6,594000
2018,2,Unfurnished,3,170,0.27,0.22,1885.0,2,349000
2020,3,Semi-Furnished,21,244,0.45,0.21,1929.3,9,704500
2019,2,Furnished,18,143,0.31,0.41,1097.2,1,486500
2021,4,Semi-Furnished,0,206,0.27,0.49,1952.6,9,1017500
2024,2,Unfurnished,12,167,0.44,0.24,1670.5,2,501000
2019,4,Furnished,5,124,0.28,0.39,1922.6,6,1070500
2018,1,Semi-Furnished,0,223,0.41,0.39,1401.2,9,339500
2019,1,Furnished,24,105,0.64,0.39,1101.7,3,370500
2018,3,Unfurnished,21,238,0.65,0.33,1302.5,3,432500
2019,3,Semi-Furnished,16,234,0.33,0.38,1689.7,3,552000
2020,2,Furnished,2,94,0.35,0.52,1795.2,9,793000
2022,3,Semi-Furnished,16,137,0.88,0.55,1050.1,2,748500
2020,3,Unfurnished,1,158,0.33,0.06,1487.0,4,701000
2020,1,Unfurnished,21,104,0.24,0.01,1064.4,8,333500
2022,2,Unfurnished,6,147,0.4,0.31,1863.6,8,596500
2022,3,Unfurnished,0,115,0.66,0.25,1476.3,5,833500
2021,2,Semi-Furnished,20,196,0.21,0.27,1914.8,2,414500
2024,2,Unfurnished,21,159,0.99,0.28,1078.6,6,593000
2024,3,Unfurnished,14,138,0.38,0.54,1330.5,8,789000
2021,2,Unfurnished,3,119,0.39,0.38,1676.5,2,478000
2020,1,Semi-Furnished,5,196,0.79,0.27,1293.6,4,357500
2020,4,Semi-Furnished,20,160,0.4,0.27,1841.6,4,879500
2018,2,Semi-Furnished,12,210,0.52,0.51,1986.8,9,485500
2018,3,Furnished,22,150,0.64,0.13,1281.2,1,704500
2024,3,Unfurnished,12,219,0.22,0.01,1361.1,9,801500
2021,1,Semi-Furnished,19,180,0.87,0.29,1967.3,8,418500
2023,1,Unfurnished,0,149,0.61,0.58,1358.1,1,300000
2023,2,Unfurnished,1,104,0.45,0.49,1556.0,6,632500
2021,2,Semi-Furnished,5,168,0.52,0.25,1769.2,2,551500
2018,3,Furnished,10,210,0.24,0.11,1438.3,3,707500
2024,3,Unfurnished,17,142,0.77,0.34,1372.6,5,779000
2024,2,Unfurnished,12,109,0.63,0.53,1495.6,8,654500
2018,2,Semi-Furnished,20,172,0.93,0.43,1779.5,6,476500
2023,2,Semi-Furnished,11,211,0.57,0.32,1312.2,9,673000
2019,2,Semi-Furnished,19,157,0.86,0.44,1350.8,1,418000
2019,2,Semi-Furnished,6,164,0.35,0.58,1189.1,5,484000
2018,1,Furnished,19,150,0.25,0.33,1701.6,4,310500
2019,3,Unfurnished,6,228,0.96,0.33,1899.5,8,678500
2022,1,Unfurnished,23,150,0.41,0.29,1185.7,5,300000
2021,2,Unfurnished,6,208,0.87,0.34,1034.6,9,568000
2021,3,Semi-Furnished,1,113,0.41,0.38,1381.3,2,796000
2018,1,Unfurnished,10,166,0.32,0.12,1410.2,8,300000
2020,2,Furnished,0,210,0.79,0.34,1645.9,1,598000
2023,2,Semi-Furnished,20,97,0.82,0.01,1085.6,8,793500
2018,1,Unfurnished,12,122,0.87,0.56,1821.5,9,301000
2019,1,Unfurnished,11,155,0.89,0.02,1574.0,3,300000
2023,4,Semi-Furnished,12,157,0.59,0.57,1546.0,2,946500
2020,2,Unfurnished,6,120,0.52,0.58,1316.4,5,475000
2019,4,Furnished,11,185,0.8,0.32,1365.3,9,1102000
2024,2,Semi-Furnished,16,188,0.66,0.2,1055.4,8,708000
2022,2,Unfurnished,7,103,0.97,0.11,1753.8,1,582500
2019,2,Semi-Furnished,2,103,0.5,0.1,1604.7,1,572000
2022,2,Unfurnished,6,82,0.23,0.14,1976.4,8,670000
2023,2,Semi-Furnished,18,152,0.67,0.29,1353.6,3,591500
2022,2,Unfurnished,19,103,0.48,0.45,1666.2,1,422500
2023,2,Semi-Furnished,7,198,0.47,0.24,1919.5,1,548000
2023,1,Semi-Furnished,13,119,0.65,0.47,1711.7,4,440500
2023,2,Semi-Furnished,13,150,0.94,0.34,1040.3,6,698000
2023,2,Semi-Furnished,1,216,0.41,0.01,1632.2,9,748500
2023,2,Unfurnished,5,188,0.5,0.08,1545.4,5,575000
2019,3,Semi-Furnished,15,182,0.91,0.34,1499.3,7,753000
2023,3,Semi-Furnished,8,246,0.92,0.1,1553.0,9,921000
2019,2,Semi-Furnished,24,112,0.39,0.36,1460.6,5,483000
2023,1,Furnished,20,241,0.77,0.27,1691.8,7,485500
2022,2,Unfurnished,14,141,0.53,0.41,1014.9,9,580500
2024,3,Semi-Furnished,18,164,0.95,0.17,1188.6,6,915500
2023,1,Semi-Furnished,14,140,0.79,0.49,1365.4,9,525500
2020,3,Semi-Furnished,21,172,0.6,0.23,1452.7,6,728500
2023,2,Semi-Furnished,11,106,0.85,0.48,1130.5,6,722000
2023,1,Unfurnished,8,205,1.0,0.01,1820.1,3,363500
2022,2,Semi-Furnished,15,224,0.56,0.24,1929.4,5,541000
2021,2,Unfurnished,5,139,0.5,0.13,1751.2,7,596500
2022,3,Semi-Furnished,19,249,0.69,0.27,1928.8,2,644500
2020,2,Semi-Furnished,14,126,0.75,0.57,1743.2,6,573500
2021,2,Unfurnished,12,191,0.76,0.1,1441.1,2,440000
2018,2,Semi-Furnished,20,166,0.58,0.05,1393.1,9,564500
2018,3,Unfurnished,22,188,0.47,0.04,1166.4,3,503000
2020,2,Semi-Furnished,9,228,0.86,0.07,1086.4,7,602500
2022,1,Semi-Furnished,13,215,0.97,0.04,1219.6,7,471000
2019,2,Semi-Furnished,2,152,0.89,0.41,1532.1,5,595500
2020,1,Furnished,11,201,0.75,0.07,1134.9,2,408500
2024,3,Semi-Furnished,24,176,0.49,0.12,1951.2,5,815000
2021,1,Unfurnished,0,147,0.7,0.39,1218.5,2,300000
2021,2,Furnished,23,142,0.28,0.27,1833.6,3,580500
2023,2,Unfurnished,20,161,0.63,0.03,1818.8,8,607500
2018,4,Semi-Furnished,15,109,0.82,0.58,1141.2,6,931000
2021,2,Furnished,9,104,0.4,0.36,1710.7,4,707000
2020,2,Semi-Furnished,8,200,0.6,0.37,1824.1,8,584500
2021,4,Unfurnished,17,176,0.26,0.51,1884.3,9,858500
2020,2,Unfurnished,0,178,0.87,0.55,1954.0,5,486500
2019,4,Unfurnished,9,185,0.48,0.03,1930.1,1,763500
2023,1,Unfurnished,6,135,0.67,0.04,1311.1,6,466000
2018,2,Unfurnished,9,241,0.5,0.47,1267.7,9,373500
2021,3,Semi-Furnished,11,209,0.68,0.42,1397.5,6,751000
2020,3,Unfurnished,10,132,0.8,0.13,1465.0,6,758500
2022,2,Furnished,8,205,0.46,0.19,1233.9,5,692500
2018,4,Furnished,4,120,0.62,0.37,1086.1,7,1106500
2019,2,Furnished,3,102,0.84,0.47,1656.6,4,706500
2020,3,Unfurnished,19,110,0.75,0.36,1174.2,4,656000
2024,2,Semi-Furnished,12,81,0.25,0.48,1914.9,4,672000
2024,2,Unfurnished,7,139,0.66,0.14,1287.7,9,731000
2023,4,Unfurnished,15,157,0.5,0.2,1197.7,3,898000
2023,4,Semi-Furnished,0,102,0.77,0.06,1194.2,3,1176000
2019,2,Furnished,16,114,0.21,0.59,1289.5,3,528500
2019,1,Unfurnished,14,80,0.46,0.49,1612.2,3,300000
2023,1,Unfurnished,23,184,0.27,0.43,1978.3,8,300000
2021,2,Unfurnished,14,128,0.94,0.12,1486.3,9,648000
2021,1,Semi-Furnished,17,247,0.9,0.42,1599.7,8,345000
2020,2,Furnished,5,141,0.97,0.52,1842.6,4,693000
2022,2,Unfurnished,1,94,0.71,0.49,1334.0,7,658500
2020,3,Unfurnished,4,237,0.85,0.45,1179.9,4,600500
2022,1,Furnished,18,100,0.69,0.23,1433.6,1,484500
2019,2,Unfurnished,6,215,0.59,0.46,1318.7,7,415000
2018,2,Semi-Furnished,8,214,0.87,0.29,1866.1,3,449500
2020,3,Unfurnished,1,184,0.82,0.24,1977.9,5,717000
2020,2,Semi-Furnished,6,113,0.79,0.58,1688.3,3,569000
2022,2,Semi-Furnished,23,200,0.92,0.09,1653.8,1,503500
2019,3,Semi-Furnished,13,249,0.94,0.52,1714.2,9,712000
2019,3,Unfurnished,23,175,0.56,0.19,1467.7,2,507500
2024,3,Unfurnished,22,89,0.43,0.31,1628.8,2,717500
2022,4,Unfurnished,14,169,0.61,0.22,1071.3,6,929000
2019,3,Semi-Furnished,11,137,0.27,0.3,1493.4,1,640000
2023,3,Furnished,19,188,0.95,0.49,1332.4,8,948500
2021,1,Furnished,3,178,0.99,0.11,1053.2,4,559500
2024,2,Unfurnished,12,188,0.72,0.45,1544.8,3,496500
2023,2,Furnished,8,211,0.8,0.27,1360.3,5,738500
2018,2,Unfurnished,11,168,0.46,0.56,1590.6,8,399000
2020,2,Semi-Furnished,9,215,0.89,0.33,1513.2,1,459500
2024,2,Semi-Furnished,8,91,0.92,0.02,1276.2,5,838000
2018,3,Unfurnished,20,197,0.26,0.55,1540.0,9,526500
2020,2,Unfurnished,22,167,0.31,0.55,1378.8,2,300000
2021,2,Unfurnished,6,167,0.41,0.11,1921.1,8,577500
2019,4,Semi-Furnished,24,232,0.76,0.58,1375.6,2,707000
2023,2,Semi-Furnished,11,234,0.35,0.27,1040.1,7,595500
2022,2,Semi-Furnished,15,209,0.38,0.55,1763.6,9,571500
2023,2,Furnished,14,152,0.51,0.22,1963.7,5,746000
2021,3,Semi-Furnished,6,240,0.69,0.01,1169.4,9,867500
2018,2,Semi-Furnished,7,162,0.98,0.48,1972.8,1,449000
2022,3,Semi-Furnished,6,84,0.83,0.53,1617.2,7,949500
2019,1,Unfurnished,10,126,0.65,0.1,1847.4,4,300000
2021,2,Unfurnished,3,103,0.24,0.33,1472.9,7,586500
2022,2,Semi-Furnished,17,200,0.61,0.5,1622.5,1,441000
2021,3,Semi-Furnished,18,174,0.36,0.28,1841.1,7,760000
2021,3,Furnished,6,221,0.44,0.47,1982.8,7,852500
2019,3,Unfurnished,12,243,0.4,0.38,1184.8,7,550000
2024,3,Unfurnished,8,130,0.48,0.43,1898.7,2,733500
2020,2,Unfurnished,17,213,0.25,0.55,1667.3,6,324500
2022,3,Unfurnished,6,224,0.66,0.25,1946.9,3,654500
2019,2,Semi-Furnished,19,161,0.24,0.46,1318.1,6,449000
2021,3,Furnished,15,151,0.73,0.43,1242.6,5,872500
2019,2,Semi-Furnished,22,130,0.78,0.26,1365.5,4,509000
2024,1,Semi-Furnished,4,131,0.59,0.23,1884.5,8,613500
2020,2,Semi-Furnished,6,91,0.83,0.53,1459.6,2,582500
2023,2,Unfurnished,5,160,0.97,0.12,1951.5,7,684000
2022,2,Furnished,1,174,0.47,0.19,1242.3,4,739500
2020,3,Semi-Furnished,6,194,0.7,0.58,1220.5,7,759000
2018,1,Unfurnished,20,208,0.46,0.17,1678.4,5,300000
2022,2,Semi-Furnished,8,90,0.55,0.52,1291.7,5,667000
2020,3,Semi-Furnished,12,95,0.22,0.22,1129.2,9,874000
2021,2,Unfurnished,16,180,0.26,0.33,1375.9,5,406500
2022,3,Unfurnished,16,192,0.84,0.24,1266.2,8,756000
2022,2,Unfurnished,14,171,0.31,0.13,1413.0,7,530500
2019,4,Unfurnished,17,88,0.76,0.41,1186.5,4,851500
2021,2,Unfurnished,23,198,0.77,0.58,1957.0,8,427000
2018,1,Semi-Furnished,14,202,1.0,0.54,1801.6,7,300000
2023,2,Semi-Furnished,10,87,0.76,0.59,1840.9,4,680500
2024,1,Semi-Furnished,24,104,0.3,0.41,1297.8,6,444500
2020,4,Furnished,11,247,0.7,0.02,1856.8,7,1065000
2019,1,Semi-Furnished,22,198,0.62,0.33,1590.8,7,300000
2020,2,Semi-Furnished,16,230,0.93,0.37,1056.7,8,547500
2018,2,Furnished,11,102,0.75,0.07,1153.3,9,787500
2018,3,Semi-Furnished,6,123,0.61,0.5,1446.0,5,733000
2022,2,Unfurnished,23,135,0.7,0.44,1393.8,2,414000
2024,4,Unfurnished,6,202,0.55,0.27,1795.3,5,962500
2018,1,Semi-Furnished,20,102,0.61,0.18,1873.7,7,372000
2020,1,Semi-Furnished,22,88,0.78,0.13,1864.9,3,380500
2021,2,Furnished,9,83,0.26,0.58,1375.3,5,701000
2021,3,Semi-Furnished,15,241,0.69,0.48,1635.8,6,691000
2022,3,Furnished,10,241,0.27,0.42,1497.1,6,813000
2023,1,Unfurnished,15,200,0.88,0.57,1888.9,4,300000
2020,1,Semi-Furnished,1,177,0.95,0.12,1889.0,3,415000
2020,3,Furnished,24,249,0.82,0.51,1053.9,4,676500
2018,1,Unfurnished,1,210,0.77,0.35,1572.1,1,300000
2024,1,Unfurnished,17,162,0.95,0.56,1503.5,8,404000
2020,1,Unfurnished,4,113,0.37,0.4,1770.4,3,300000
2019,1,Semi-Furnished,13,184,0.38,0.44,1195.8,4,300000
2023,2,Unfurnished,7,186,0.58,0.13,1695.0,9,647500
2018,1,Semi-Furnished,5,122,0.21,0.21,1738.6,9,422500
2019,2,Unfurnished,8,244,0.97,0.18,1026.7,6,436000
2022,3,Semi-Furnished,5,91,0.23,0.42,1431.3,4,844000
2021,2,Furnished,20,95,0.68,0.25,1978.9,8,785500
2022,3,Unfurnished,16,141,0.48,0.52,1300.6,7,709000
2021,1,Unfurnished,7,96,0.28,0.13,1884.5,6,387500
2022,3,Semi-Furnished,2,94,0.22,0.48,1586.9,6,886000
2020,2,Semi-Furnished,11,105,0.41,0.49,1296.5,9,647500
2019,3,Unfurnished,12,124,0.29,0.38,1836.0,4,598000
2021,1,Semi-Furnished,17,209,0.95,0.09,1990.7,6,397500
2018,3,Furnished,22,224,0.4,0.2,1742.0,2,616000
2019,2,Unfurnished,10,144,0.28,0.24,1061.3,9,508000
2018,2,Unfurnished,1,173,0.82,0.28,1052.4,7,502000
2019,4,Semi-Furnished,13,109,0.53,0.44,1491.6,8,1003000
2019,2,Semi-Furnished,0,147,0.87,0.2,1006.1,2,580000
2022,2,Unfurnished,14,185,0.87,0.01,1675.9,5,550500
2021,4,Semi-Furnished,17,123,0.99,0.52,1016.3,9,1083000
2021,2,Furnished,21,175,0.84,0.26,1973.1,3,615000
2024,1,Unfurnished,17,139,0.37,0.17,1880.6,7,407500
2019,4,Semi-Furnished,16,80,0.67,0.49,1815.4,5,963500
2020,2,Unfurnished,0,98,0.62,0.53,1812.4,6,564500
2020,3,Semi-Furnished,13,112,0.61,0.44,1834.4,5,778000
2018,1,Semi-Furnished,19,243,0.44,0.21,1434.3,6,300000
2018,3,Semi-Furnished,23,170,0.37,0.14,1791.9,9,711000
2022,2,Semi-Furnished,21,103,0.77,0.43,1367.2,7,664500
2019,4,Unfurnished,15,162,0.28,0.03,1848.4,1,736500
2018,2,Semi-Furnished,3,204,0.24,0.23,1618.0,9,550500
2018,1,Semi-Furnished,21,232,0.5,0.46,1358.3,2,300000
2023,3,Unfurnished,5,218,0.8,0.35,1745.5,4,714500
2019,1,Furnished,24,88,0.89,0.44,1242.8,4,425000
2022,3,Unfurnished,15,85,0.63,0.34,1964.7,5,772000
2018,3,Semi-Furnished,19,137,0.87,0.14,1664.7,4,714000
2022,2,Unfurnished,5,179,0.22,0.29,1401.2,8,554500
2021,3,Semi-Furnished,14,201,0.56,0.46,1550.7,9,786000
2022,1,Unfurnished,0,180,0.31,0.14,1737.6,2,300000
2020,2,Unfurnished,6,236,0.67,0.58,1797.3,9,454000
2020,2,Unfurnished,22,90,0.94,0.12,1975.0,2,476000
2022,3,Semi-Furnished,10,230,0.21,0.01,1209.0,3,719500
2020,1,Semi-Furnished,0,233,0.73,0.47,1504.4,6,349500
2021,3,Semi-Furnished,7,80,0.83,0.56,1091.5,9,954000
2019,1,Furnished,13,160,0.8,0.15,1082.3,7,502500
2020,3,Furnished,4,189,0.22,0.09,1104.3,8,919500
2020,1,Semi-Furnished,12,248,0.34,0.13,1259.5,2,300000
2022,3,Semi-Furnished,14,230,0.28,0.38,1696.3,9,771000
2021,1,Unfurnished,8,179,0.27,0.35,1861.1,6,300000
2024,2,Furnished,7,184,0.78,0.37,1436.0,3,743500
2024,2,Furnished,18,212,0.54,0.0,1555.2,2,672000
2024,3,Unfurnished,16,178,0.78,0.09,1206.4,2,726500
2024,2,Semi-Furnished,18,88,0.49,0.15,1791.1,9,808500
2019,3,Furnished,17,211,0.29,0.42,1888.4,4,680000
2022,2,Unfurnished,17,136,0.77,0.37,1485.6,8,580500
2022,3,Unfurnished,3,203,0.7,0.37,1160.9,7,756500
2023,1,Unfurnished,1,232,0.29,0.34,1005.1,5,300000
2021,2,Unfurnished,23,85,0.94,0.45,1536.4,4,496500
2024,2,Unfurnished,4,221,0.45,0.57,1497.6,6,518500
2019,1,Unfurnished,16,142,0.72,0.4,1925.8,8,300000
2021,1,Unfurnished,21,197,0.23,0.45,1036.5,5,300000
2024,4,Furnished,6,144,0.55,0.36,1149.0,2,1147000
2019,4,Unfurnished,15,131,0.97,0.48,1197.7,4,829000
2021,3,Semi-Furnished,0,144,0.91,0.57,1547.1,1,771500
2022,2,Unfurnished,11,204,0.38,0.36,1284.7,9,525000
2022,2,Unfurnished,18,179,0.9,0.11,1205.7,6,544500
2018,3,Furnished,8,215,0.43,0.46,1514.4,7,759000
2020,1,Furnished,15,175,0.88,0.39,1040.7,1,359500
2024,4,Semi-Furnished,6,87,0.78,0.56,1975.2,5,1157000
2023,2,Semi-Furnished,14,93,0.48,0.16,1861.0,9,791000
2021,4,Semi-Furnished,11,103,0.93,0.58,1272.0,1,958000
2023,2,Unfurnished,3,172,0.59,0.33,1336.2,1,492500
2018,3,Unfurnished,5,104,0.45,0.58,1245.9,2,569000
2020,1,Semi-Furnished,5,213,0.42,0.47,1928.4,3,300000
2021,3,Furnished,14,208,0.95,0.52,1653.2,6,849000
2019,2,Unfurnished,2,166,0.81,0.19,1521.2,6,526500
2024,3,Semi-Furnished,1,112,0.48,0.13,1508.6,1,911500
2020,3,Unfurnished,4,221,0.4,0.37,1165.9,3,563500
2022,1,Unfurnished,7,135,0.37,0.22,1962.6,9,434000
2018,2,Semi-Furnished,18,107,0.4,0.59,1914.6,8,514500
2020,2,Unfurnished,20,108,0.29,0.3,1952.4,9,516000
2024,2,Furnished,15,102,0.59,0.07,1290.9,8,911500
2020,2,Semi-Furnished,18,117,0.23,0.3,1476.6,9,611000
2024,2,Unfurnished,22,122,0.21,0.32,1518.9,7,561000
2022,2,Semi-Furnished,15,89,0.69,0.0,1489.7,9,805000
2021,3,Semi-Furnished,5,106,0.27,0.15,1019.2,3,823500
2019,3,Unfurnished,21,215,0.88,0.0,1833.1,6,618000
2022,2,Semi-Furnished,0,164,0.29,0.34,1746.5,6,654000
2019,3,Semi-Furnished,17,237,0.63,0.18,1474.8,1,564000
2021,3,Unfurnished,21,92,0.74,0.1,1267.4,7,792000
2020,2,Furnished,7,137,0.38,0.5,1635.0,3,611000
2019,2,Unfurnished,4,82,0.91,0.02,1138.3,2,556000
2018,2,Unfurnished,11,179,0.59,0.42,1997.3,7,402000
2018,3,Semi-Furnished,17,183,0.45,0.34,1125.3,4,606000
2024,3,Unfurnished,4,84,0.92,0.46,1058.5,7,939000
2022,1,Semi-Furnished,24,101,0.89,0.08,1612.4,1,396000
2021,3,Semi-Furnished,21,145,0.77,0.52,1463.4,8,799000
